pv_wp,battery_kwh,cost_index,years_ok_study,mean_study,max_study,years_ok_pvgis,mean_pvgis,max_pvgis
850.0,2.75,14188.308334570238,16,0.0,0.0,16,0.0,0.0
850.0,3.0,14467.645280757592,16,0.0,0.0,16,0.0,0.0
850.0,3.25,14746.982226944945,16,0.0,0.0,16,0.0,0.0
850.0,3.5,15026.3191731323,16,0.0,0.0,16,0.0,0.0
850.0,3.75,15305.656119319654,16,0.0,0.0,16,0.0,0.0
850.0,4.0,15584.993065507007,16,0.0,0.0,16,0.0,0.0
850.0,5.0,16702.340850256423,16,0.0,0.0,16,0.0,0.0
850.0,7.0,18937.036419755255,16,0.0,0.0,16,0.0,0.0
850.0,10.0,22289.079774003505,16,0.0,0.0,16,0.0,0.0
900.0,0.75,12178.612765071404,15,0.33785548756144423,1.1953551912568305,10,0.937503898744916,1.7873406193078325
900.0,1.0,12457.94971125876,16,0.13827093781969707,0.5919854280510018,16,0.39426837712403623,0.8993624772313297
900.0,1.25,12737.286657446111,16,0.059169302218229906,0.273224043715847,16,0.18037348416797663,0.5707762557077625
900.0,1.5,13016.623603633467,16,0.017823112383661452,0.136986301369863,16,0.09481942573046884,0.4452054794520548
