pv_w,battery_kwh,lolp,curtailed_kwh,cost_index
1100,3.25,0.0,916.1081799345502,15871.982226944945
1100,3.5,0.0,916.0574500978009,16151.3191731323
1100,3.75,0.0,916.0067202621198,16430.656119319654
1100,4.0,0.0,915.9559904264369,16709.993065507006
1100,5.0,0.0,915.7530710838448,17827.340850256423
1100,7.0,0.0,915.3472324187007,20062.036419755255
1100,10.0,0.0,914.7384744888972,23414.079774003505
1150,0.75,0.0,964.3897116615831,13303.612765071404
1150,1.0,0.0,964.3389815169799,13582.94971125876
1150,1.25,0.0,964.2882513723769,13862.286657446113
1150,1.5,0.0,964.2375212277742,14141.623603633467
1150,1.75,0.0,964.1867910831712,14420.960549820822
1150,2.0,0.0,964.1360609385677,14700.297496008176
1150,2.25,0.0,964.0853307939645,14979.63444219553
1150,2.5,0.0,964.0346006493619,15258.971388382883
1150,2.75,0.0,963.9838705047757,15538.308334570238
1150,3.0,0.0,963.9331403624246,15817.645280757592
1150,3.25,0.0,963.8824102200736,16096.982226944945
1150,3.5,0.0,963.8316800777228,16376.3191731323
1150,3.75,0.0,963.7809499353722,16655.656119319654
1150,4.0,0.0,963.7302197930196,16934.993065507006
1150,5.0,0.0,963.5272992236163,18052.340850256423
1150,7.0,0.0,963.1214581143123,20287.036419755255
1150,10.0,0.0,962.5126965281626,23639.079774003505
1200,0.75,0.0,1012.1634556795476,13528.612765071404
1200,1.0,0.0,1012.1127254583798,13807.94971125876
1200,1.25,0.0,1012.0619952391228,14087.286657446113
1200,1.5,0.0,1012.0112650218157,14366.623603633467
1200,1.75,0.0,1011.9605348045084,14645.960549820822
1200,2.0,0.0,1011.9098045872001,14925.297496008176
1200,2.25,0.0,1011.8590743698928,15204.63444219553
1200,2.5,0.0,1011.8083441525858,15483.971388382883
1200,2.75,0.0,1011.7576139352777,15763.308334570238
1200,3.0,0.0,1011.7068837179891,16042.645280757592
1200,3.25,0.0,1011.6561535037378,16321.982226944945
